company_code	company_name	level	country	city	founded_year	annual_revenue	employees
C0481	Brown-Copeland	4	China	Hangzhou	2004	93268	276
C0482	Carlson-Smith	4	India	Ahmedabad	2010	74098	337
C0483	Andrews, Higgins and Carter	4	UK	Liverpool	2003	32559	18
C0484	Mendez and Sons	4	Germany	Dortmund	2016	35942	203
C0485	Butler, Beck and Miller	4	China	Chengdu	2008	41211	365
C0486	Jones-Fox	4	Canada	Calgary	2019	32486	151
C0487	Hartman, Romero and Smith	4	Canada	Calgary	2003	25080	74
C0488	Williams-Hughes	4	China	Wuhan	2005	131774	465
C0489	King-Smith	4	Canada	Montreal	2021	109983	500
C0490	Cooper Ltd	4	India	Kolkata	2022	113743	38
C0491	Fuller, Ingram and Moss	4	UK	Glasgow	2005	80504	369
C0492	Anderson-Bell	4	Germany	Stuttgart	2016	125424	119
C0493	Li-Thompson	4	China	Shenzhen	2004	42566	126
C0494	Marshall, Dominguez and Welch	4	Canada	Toronto	2011	44683	288
C0495	Brown Group	4	India	Pune	2017	65717	71
C0496	Carter Inc	4	China	Shanghai	2009	39504	208
C0497	Blackwell LLC	4	Canada	Hamilton	2013	61800	398
C0498	Robertson-Hays	4	France	Lille	2002	60024	69
C0499	Kennedy, Johnson and Lucas	4	India	Delhi	2014	37766	243
C0500	Kelly-Norman	4	India	Bangalore	2017	75923	332
C0501	Rivera, Martinez and Richardson	4	Germany	Hamburg	2013	34229	262
C0502	Paul-Kline	4	USA	Los Angeles	2016	61681	83
C0503	Morgan-Lopez	4	UK	Birmingham	2005	105501	170
C0504	Jimenez, Glass and Stone	4	Japan	Fukuoka	2016	75977	463
C0505	Acosta Inc	4	UK	Manchester	2008	119181	105
C0506	Morrison-Short	4	UK	Birmingham	2020	70496	160
C0507	Carter, Garcia and Murphy	4	China	Nanjing	2020	123069	91
C0508	Parker-Morrison	4	Germany	Hamburg	2021	41158	324
C0509	Jackson-Wallace	4	India	Jaipur	2001	126565	427
C0510	Williams-Berg	4	USA	Los Angeles	2001	70432	490
C0511	Mendez-Graham	4	UK	Liverpool	2018	54583	218
C0512	Whitney, Gould and Jones	4	USA	San Diego	2020	51031	284
C0513	Sullivan, Palmer and Brady	4	UK	Glasgow	2015	39015	130
C0514	Cisneros and Sons	4	France	Nice	2014	80399	42
C0515	Gregory, Kim and Martinez	4	USA	Chicago	2014	37972	217
C0516	Osborne LLC	4	Canada	Quebec City	2006	34616	179
C0517	Reyes-Bradley	4	Germany	Stuttgart	2022	55120	168
C0518	Hernandez, Cole and Watson	4	India	Ahmedabad	2004	133865	394
C0519	Hines-Berry	4	India	Surat	2017	62917	59
C0520	Richardson, Edwards and Ramirez	4	India	Hyderabad	2014	104680	67
C0521	Johnson and Sons	4	UK	Edinburgh	2007	40801	77
C0522	Holmes-Mcintyre	4	China	Beijing	2009	34217	489
C0523	Green LLC	4	France	Lille	2013	50117	132
C0524	Griffin, Davies and Mitchell	4	Germany	Stuttgart	2018	41117	374
C0525	Gonzalez-Taylor	4	India	Hyderabad	2005	22395	260
C0526	Hayes Ltd	4	Canada	Quebec City	2009	46444	259
C0527	Osborn-Cochran	4	USA	Los Angeles	2012	153102	263
C0528	Contreras-Mckinney	4	Canada	Calgary	2006	80136	303
C0529	Daniels, Vance and York	4	India	Mumbai	2001	74218	149
C0530	Mckinney, Graves and Thompson	4	Canada	Halifax	2020	47136	349
C0531	Hicks-Martinez	4	Canada	Ottawa	2017	80385	9
C0532	Conner and Sons	4	China	Tianjin	2004	60476	456
C0533	Johnson-Spencer	4	UK	Leeds	2012	48822	192
C0534	Mcdonald-Bird	4	USA	San Antonio	2001	88378	296
C0535	Salazar Inc	4	Japan	Fukuoka	2017	96506	152
C0536	Parker Ltd	4	China	Tianjin	2016	61921	235
C0537	Mendoza, Jenkins and Ortiz	4	UK	Cardiff	2021	54577	317
C0538	Jones, Compton and Day	4	China	Guangzhou	2003	84770	206
C0539	Owens-Holmes	4	India	Kolkata	2017	70516	485
C0540	Humphrey PLC	4	India	Bangalore	2006	37478	313
C0541	Matthews, Saunders and Anderson	4	France	Bordeaux	2001	62227	28
C0542	Bartlett, Brown and Martinez	4	USA	Chicago	2022	92153	175
C0543	Torres and Sons	4	Canada	Hamilton	2014	27882	81
C0544	Donovan-Perez	4	Germany	Stuttgart	2019	123789	168
C0545	Jacobson, Singleton and King	4	Germany	Düsseldorf	2019	56559	383
C0546	Huber, Hill and Weber	4	UK	Cardiff	2010	60938	264
C0547	Ferguson, Shaw and Jackson	4	Canada	Halifax	2009	144229	248
C0548	Moore, Hopkins and Le	4	USA	Philadelphia	2010	36811	349
C0549	Morgan, Bradshaw and Williams	4	China	Tianjin	2018	33608	162
C0550	Miller Ltd	4	USA	San Jose	2015	70493	140
C0551	Baker, Clark and Armstrong	4	Japan	Tokyo	2018	61613	250
C0552	Fowler, Jimenez and Burton	4	Germany	Essen	2020	35346	374
C0553	May-Turner	4	France	Lyon	2021	153262	129
C0554	Ballard Ltd	4	USA	San Jose	2022	34586	61
C0555	Evans-Jones	4	Japan	Tokyo	2014	59233	165
C0556	Moore Group	4	France	Lyon	2013	40762	358
C0557	Marshall-Peterson	4	Japan	Kobe	2016	40407	401
C0558	Edwards Ltd	4	Canada	Toronto	2022	88773	75
C0559	Gross-Valencia	4	Japan	Kawasaki	2010	39153	344
C0560	Anderson-Wood	4	Canada	Hamilton	2012	79495	165
C0561	Rodriguez, Allen and Martinez	4	Germany	Dortmund	2017	46498	180
C0562	Wright-Davis	4	India	Chennai	2019	62194	252
C0563	Dougherty-Lin	4	Japan	Nagoya	2008	94271	290
C0564	Wright-Grimes	4	UK	Liverpool	2009	60735	399
C0565	Li PLC	4	UK	Liverpool	2022	49943	365
C0566	Edwards, Hines and Jimenez	4	Canada	Edmonton	2015	90006	183
C0567	Owens, Koch and Jimenez	4	UK	Glasgow	2003	84067	298
C0568	Landry PLC	4	France	Strasbourg	2011	57701	493
C0569	Levy-Lewis	4	Germany	Cologne	2001	87253	152
C0570	Williams-Campbell	4	China	Chongqing	2014	90869	340
C0571	Khan, Pena and Ruiz	4	UK	Edinburgh	2006	61226	108
C0572	Smith, Rodriguez and Anderson	4	UK	Bristol	2022	97797	144
C0573	Luna-Gallagher	4	Germany	Munich	2019	79778	384
C0574	Williams-Williams	4	Japan	Nagoya	2001	183398	347
C0575	Lee, Tran and Jones	4	Japan	Nagoya	2001	51947	56
C0576	Cole, Pierce and Bryan	4	France	Nantes	2022	76541	246
C0577	Becker, Wilson and Hester	4	China	Guangzhou	2000	42041	498
C0578	Brooks-Hatfield	4	Germany	Düsseldorf	2020	68384	483
C0579	Mcmillan, Fischer and Gonzalez	4	Canada	Quebec City	2020	61777	107
C0580	Morales, Williams and Williams	4	UK	Leeds	2009	101299	335
C0581	Cook, Wells and Bryant	4	USA	Los Angeles	2020	142465	298
C0582	Barry, Taylor and Velazquez	4	Japan	Kawasaki	2023	87062	375
C0583	Martin-Ewing	4	USA	Chicago	2013	49200	456
C0584	Kirby, Wheeler and Romero	4	Germany	Berlin	2012	114210	408
C0585	Patel, Erickson and Evans	4	Canada	Vancouver	2023	43413	497
C0586	Richardson Ltd	4	UK	London	2000	181616	157
C0587	Whitney PLC	4	China	Chongqing	2009	105755	237
C0588	Robles-Swanson	4	Canada	Vancouver	2016	22733	244
C0589	Soto, Carlson and Baker	4	UK	Liverpool	2003	32206	174
C0590	Patton, Parsons and Lane	4	Germany	Dortmund	2020	120832	136
C0591	Williams, Castillo and Warren	4	Germany	Berlin	2023	55319	177
C0592	Harvey, Randall and Hernandez	4	UK	Cardiff	2021	30296	392
C0593	Allen, Armstrong and Graves	4	Japan	Yokohama	2019	29381	443
C0594	Smith LLC	4	France	Strasbourg	2016	129053	172
C0595	Hernandez-Vaughn	4	China	Tianjin	2021	107109	53
C0596	Shaw-Carr	4	Germany	Hamburg	2015	136472	170
C0597	Salas-Fitzgerald	4	Japan	Tokyo	2008	104527	201
C0598	Thornton PLC	4	Japan	Kyoto	2008	42541	493
C0599	Hoffman Ltd	4	India	Chennai	2018	43534	375
C0600	Fox-Edwards	4	USA	Phoenix	2020	64423	189
C0601	Stevens PLC	4	Japan	Tokyo	2021	55202	65
C0602	Payne-Lowe	4	Canada	Ottawa	2005	46282	212
C0603	Becker, Lara and Baker	4	UK	Manchester	2020	59502	474
C0604	Lee-Wright	4	UK	Leeds	2019	78619	118
C0605	Evans, David and Hendrix	4	Japan	Yokohama	2015	132928	83
C0606	Bush-Vaughn	4	Canada	Halifax	2011	67254	217
C0607	Stewart-Bailey	4	Canada	Hamilton	2021	21422	427
C0608	Hill, Martinez and Rhodes	4	Japan	Nagoya	2021	40162	391
C0609	Huang-Foster	4	China	Nanjing	2014	46375	275
C0610	Blevins-Ballard	4	India	Delhi	2018	75176	62
C0611	Williams-Moses	4	USA	Dallas	2016	101954	108
C0612	Reed Group	4	Germany	Hamburg	2010	68978	442
C0613	Scott, Mendoza and Harris	4	Canada	Montreal	2021	55319	110
C0614	Nelson, Hoffman and Nelson	4	Canada	Montreal	2016	35954	233
C0615	Gilbert PLC	4	USA	San Diego	2004	37701	267
C0616	Sanchez Ltd	4	France	Montpellier	2018	34805	34
C0617	Perez, Hall and Garcia	4	Canada	Ottawa	2023	43634	16
C0618	Love-Garcia	4	France	Nice	2000	53120	386
C0619	Smith PLC	4	Japan	Saitama	2002	109363	28
C0620	Russell Group	4	France	Nantes	2022	28757	37
C0621	Santos-Avila	4	USA	Los Angeles	2015	74133	21
C0622	Morris-Brewer	4	UK	Sheffield	2005	85212	398
C0623	Pearson and Sons	4	Germany	Düsseldorf	2011	91083	461
C0624	Rodgers, Jefferson and Johnson	4	France	Montpellier	2012	35358	197
C0625	Butler and Sons	4	China	Nanjing	2004	61874	339
C0626	Osborn Group	4	India	Delhi	2005	37533	280
C0627	Lopez-Curry	4	France	Bordeaux	2004	31295	377
C0628	Mcdowell-Smith	4	Japan	Tokyo	2000	60010	157
C0629	Morrison, Hebert and Rogers	4	Canada	Hamilton	2013	61663	277
C0630	Hays-Daniels	4	France	Toulouse	2007	37191	240
C0631	Small-Anderson	4	India	Bangalore	2008	51598	101
C0632	Mcdonald, Lee and Rodriguez	4	China	Beijing	2021	80369	219
C0633	Simon Ltd	4	USA	Houston	2006	68070	39
C0634	Higgins-Smith	4	China	Hangzhou	2001	57255	233
C0635	Gibbs-Bradley	4	USA	Houston	2023	34239	27
C0636	Thompson Ltd	4	France	Montpellier	2007	99698	281
C0637	Wilcox-Robertson	4	Japan	Tokyo	2004	31323	262
C0638	Morales Inc	4	UK	Liverpool	2023	38748	299
C0639	Holden Group	4	India	Jaipur	2019	214019	400
C0640	Boyle-Smith	4	India	Hyderabad	2009	55108	453
C0641	Young-Molina	4	Germany	Essen	2007	20537	216
C0642	Turner-Sharp	4	UK	Glasgow	2001	85271	290
C0643	Green LLC	4	Germany	Düsseldorf	2017	70270	258
C0644	Young, Contreras and Marshall	4	USA	Philadelphia	2020	24002	348
C0645	Sullivan PLC	4	France	Bordeaux	2010	27326	361
C0646	Carrillo, Vaughn and Fowler	4	France	Strasbourg	2004	53508	158
C0647	Richardson-Walker	4	France	Lyon	2017	72188	247
C0648	Mendoza Group	4	Japan	Nagoya	2009	67999	444
C0649	Zhang, Brooks and Miles	4	Germany	Dortmund	2001	47878	292
C0650	Todd-Pham	4	France	Strasbourg	2017	79778	276
C0651	Gill Ltd	4	Germany	Düsseldorf	2007	130502	135
C0652	Marks, Miller and Griffin	4	Japan	Fukuoka	2020	53488	45
C0653	Cox, Stark and Rodriguez	4	Canada	Edmonton	2002	57275	279
C0654	Leach, Harris and Herrera	4	Japan	Tokyo	2008	68677	198
C0655	Murphy PLC	4	USA	Los Angeles	2006	33986	416
C0656	Wilson-Harris	4	Japan	Kyoto	2006	171170	450
C0657	Burns, Nolan and Griffin	4	India	Chennai	2000	75219	113
C0658	Chavez PLC	4	Japan	Osaka	2023	75005	391
C0659	Bryant-Brown	4	Canada	Calgary	2022	46994	314
C0660	Chambers-Parker	4	Japan	Kobe	2007	38354	287
C0661	Foster Inc	4	India	Chennai	2012	68062	243
C0662	Robinson, Jones and Henderson	4	India	Chennai	2008	88054	189
C0663	Brown, Mcknight and Michael	4	Canada	Quebec City	2003	69088	416
C0664	Andersen Group	4	Canada	Edmonton	2006	68520	194
C0665	Mitchell and Sons	4	India	Ahmedabad	2001	77728	293
C0666	Cannon Ltd	4	Japan	Yokohama	2000	55808	138
C0667	Stuart, Brooks and Vance	4	France	Nice	2004	136778	105
C0668	Kane-Knox	4	India	Hyderabad	2012	43009	296
C0669	Miller-Brandt	4	Japan	Kyoto	2017	15732	340
C0670	Anderson, Dalton and Wilson	4	India	Chennai	2015	56321	499
C0671	Long, Anderson and Irwin	4	Canada	Quebec City	2005	38139	380
C0672	Avila LLC	4	India	Bangalore	2004	49315	373
C0673	Nunez-Stephens	4	Canada	Vancouver	2017	51811	333
C0674	Gray, Hall and Murray	4	USA	Dallas	2001	49883	434
C0675	Hill Ltd	4	China	Beijing	2000	67669	216
C0676	Johnson Ltd	4	Germany	Frankfurt	2002	43328	367
C0677	Mendez-Mayer	4	Germany	Berlin	2006	94945	263
C0678	Allen Inc	4	Canada	Edmonton	2001	68416	321
C0679	Wheeler Group	4	Canada	Quebec City	2000	40182	8
C0680	Powers, Brennan and Sanchez	4	France	Paris	2000	44044	276
C0681	Morales and Sons	4	UK	Bristol	2009	73151	13
C0682	Robinson, Shields and Brown	4	France	Lyon	2003	66515	475
C0683	Holder, Young and Hendricks	4	China	Nanjing	2004	35340	128
C0684	Flores, Harper and Chambers	4	Japan	Saitama	2016	53815	134
C0685	Young-Walter	4	India	Chennai	2012	85139	45
C0686	Boyd, Gutierrez and Hill	4	India	Ahmedabad	2014	117129	294
C0687	Fry, Hobbs and Buck	4	Japan	Nagoya	2009	52346	355
C0688	Shelton, Peters and Williams	4	China	Beijing	2002	74662	212
C0689	David-Powers	4	France	Strasbourg	2017	66648	248
C0690	Flores, Butler and Hernandez	4	USA	New York	2022	75642	92
C0691	White-Medina	4	China	Wuhan	2013	49667	335
C0692	Atkinson LLC	4	India	Jaipur	2003	38477	463
C0693	Thomas, Ford and Brown	4	USA	Houston	2006	31255	466
C0694	Faulkner-Grant	4	Canada	Ottawa	2001	48852	478
C0695	Price LLC	4	China	Chengdu	2017	180668	293
C0696	Rivera Inc	4	USA	Chicago	2010	18741	13
C0697	Boone-Davis	4	Japan	Saitama	2004	115827	390
C0698	Calderon, Williams and Bennett	4	France	Marseille	2009	102307	88
C0699	Morrison, Russo and Lopez	4	Japan	Saitama	2012	84421	351
C0700	Ramsey, Hansen and Mendoza	4	India	Ahmedabad	2023	68126	76
C0701	Turner-Stout	4	China	Nanjing	2023	86014	182
C0702	Giles Ltd	4	USA	Los Angeles	2013	43057	123
C0703	Burgess Group	4	China	Chongqing	2019	127936	398
C0704	Dominguez Ltd	4	France	Nantes	2000	32913	329
C0705	Sanders and Sons	4	UK	Edinburgh	2015	33202	121
C0706	Morris, Campbell and Owens	4	India	Surat	2012	50385	226
C0707	Howard, Green and Hunt	4	Germany	Leipzig	2021	15242	199
C0708	Owens-Lang	4	China	Hangzhou	2009	32309	413
C0709	Harrison, Franco and Rocha	4	Japan	Osaka	2002	51828	142
C0710	Edwards-Williams	4	Germany	Düsseldorf	2022	140153	406
C0711	Figueroa Inc	4	Germany	Düsseldorf	2010	58373	189
C0712	Tran-Silva	4	China	Shanghai	2000	69301	487
C0713	Butler, Hernandez and Rivera	4	UK	Edinburgh	2011	73944	394
C0714	Hudson-Sanchez	4	UK	Manchester	2004	118185	49
C0715	Pena, Cohen and Scott	4	Germany	Düsseldorf	2014	39861	290
C0716	Levy-May	4	France	Marseille	2000	37275	50
C0717	Murray-Oconnor	4	India	Surat	2002	53146	310
C0718	Jackson-Cortez	4	India	Ahmedabad	2000	30021	154
C0719	White-Preston	4	France	Strasbourg	2002	52591	376
C0720	Bernard, Warren and Combs	4	Japan	Saitama	2016	78265	91
C0721	Landry Ltd	4	France	Lyon	2004	109349	142
C0722	Duran Group	4	UK	Glasgow	2015	158094	79
C0723	Kirby and Sons	4	China	Guangzhou	2013	30626	146
C0724	Mann Inc	4	France	Nice	2015	38025	405
C0725	Wagner LLC	4	China	Chongqing	2008	37958	488
C0726	Williamson Ltd	4	Japan	Kyoto	2019	45092	320
C0727	Durham, Hopkins and Smith	4	Japan	Kyoto	2003	88004	74
C0728	Arnold, Smith and Moreno	4	UK	London	2012	59429	175
C0729	Nichols-Mitchell	4	France	Nantes	2014	63115	176
C0730	Li, Craig and Drake	4	France	Lille	2004	57321	158
C0731	Rodriguez Inc	4	India	Jaipur	2022	44234	107
C0732	Hernandez, Lee and Fox	4	Canada	Edmonton	2005	32449	498
C0733	Adams-Sanders	4	France	Nantes	2009	17163	381
C0734	Chung-Stevens	4	Canada	Halifax	2007	69146	171
C0735	Branch and Sons	4	France	Nice	2012	79669	191
C0736	Sutton-Abbott	4	China	Hangzhou	2006	155088	308
C0737	Frey, Santos and Johnson	4	Germany	Essen	2000	95044	492
C0738	Gray-Tran	4	Canada	Calgary	2014	80736	413
C0739	Walsh Ltd	4	UK	Manchester	2013	60124	349
C0740	Miller Group	4	Canada	Vancouver	2020	76528	160
C0741	Mueller, Knight and Hodge	4	Japan	Sapporo	2021	38378	83
C0742	Jacobson Inc	4	France	Strasbourg	2002	91387	234
C0743	Lewis Ltd	4	Canada	Halifax	2012	146071	278
C0744	Alvarez, Williams and Jones	4	France	Bordeaux	2001	53299	409
C0745	Lam-Elliott	4	India	Surat	2019	95825	331
C0746	White LLC	4	China	Shanghai	2007	36676	341
C0747	Ali PLC	4	India	Bangalore	2020	57878	318
C0748	Goodwin Ltd	4	USA	San Jose	2020	48265	351
C0749	Hickman-Evans	4	France	Nantes	2013	17423	59
C0750	Allen, Davenport and Price	4	USA	Los Angeles	2008	86904	118
C0751	Rivera, Campos and Taylor	4	Japan	Kyoto	2011	44558	205
C0752	Ramsey, Mason and Mccann	4	Canada	Halifax	2022	34575	261
C0753	Davis and Sons	4	Germany	Stuttgart	2000	55350	252
C0754	Peterson PLC	4	China	Chengdu	2013	38730	476
C0755	Sanders, Ayala and Johnson	4	China	Shanghai	2023	56999	77
C0756	Bowers-Hayes	4	India	Chennai	2010	45753	238
C0757	Kelly Group	4	Japan	Kawasaki	2015	48930	183
C0758	Lopez-Willis	4	Canada	Montreal	2014	65408	374
C0759	Miller-Montgomery	4	Canada	Edmonton	2002	44453	158
C0760	Marquez Inc	4	USA	Los Angeles	2000	97441	439
C0761	Moore-Dawson	4	India	Delhi	2021	43464	414
C0762	Moore, Price and Ward	4	Germany	Frankfurt	2016	57223	94
C0763	Smith LLC	4	Germany	Stuttgart	2017	22168	223
C0764	Ward-Nelson	4	Canada	Calgary	2012	53616	327
C0765	Miller Group	4	Germany	Hamburg	2020	64464	341
C0766	Hawkins-Hunt	4	France	Strasbourg	2000	56389	382
C0767	Johnson LLC	4	Japan	Kyoto	2018	39493	224
C0768	Davis, George and Nguyen	4	France	Paris	2022	74261	114
C0769	Smith-Gutierrez	4	Japan	Sapporo	2022	56025	419
C0770	Hardy PLC	4	China	Hangzhou	2003	72077	414
C0771	Armstrong and Sons	4	Germany	Stuttgart	2010	70218	105
C0772	James, Taylor and Turner	4	Canada	Montreal	2008	75754	348
C0773	Thomas-Jackson	4	Canada	Hamilton	2020	77546	165
C0774	Fisher-Washington	4	France	Lille	2012	51094	305
C0775	Ward and Sons	4	China	Chongqing	2011	101005	437
C0776	Weber, Wheeler and Gonzalez	4	Canada	Halifax	2005	69715	421
C0777	Taylor Inc	4	UK	Cardiff	2018	35609	48
C0778	Cook-Oliver	4	Germany	Stuttgart	2003	36555	127
C0779	Alexander-Jordan	4	UK	Manchester	2005	37486	196
C0780	Mccann, Taylor and Flores	4	Germany	Essen	2012	69018	219
C0781	Harris, Edwards and Oconnell	4	Germany	Leipzig	2012	34163	221
C0782	Carter-Neal	4	Germany	Dortmund	2020	57911	280
C0783	Faulkner-Casey	4	Germany	Essen	2005	46096	255
C0784	Bennett-Velasquez	4	UK	Birmingham	2005	64003	166
C0785	Diaz-Frederick	4	Canada	Halifax	2001	128386	448
C0786	Vargas PLC	4	India	Mumbai	2015	48897	74
C0787	Maldonado PLC	4	Japan	Kobe	2017	34522	263
C0788	Benton Group	4	Canada	Winnipeg	2021	84420	256
C0789	Clark, Salinas and Guerra	4	France	Montpellier	2015	79948	90
C0790	Fuentes Group	4	China	Hangzhou	2000	41154	412
C0791	Porter, Schultz and Allen	4	Japan	Sapporo	2001	40369	145
C0792	Moore, Henderson and Bennett	4	Japan	Kawasaki	2009	61837	91
C0793	Ewing-Mendoza	4	Canada	Halifax	2023	109384	400
C0794	Ferguson-Mclean	4	Canada	Hamilton	2016	54126	62
C0795	Barnes, Johnson and Schmitt	4	China	Chengdu	2017	79718	426
C0796	Woodard, Herrera and Little	4	India	Surat	2001	135363	394
C0797	Rodriguez and Sons	4	Canada	Hamilton	2006	40310	222
C0798	Ortega, Jackson and Salazar	4	China	Shenzhen	2009	190276	452
C0799	Terrell, Byrd and Ross	4	USA	San Diego	2008	51387	183
C0800	Sheppard-Jordan	4	China	Wuhan	2003	40215	402
C0801	Garcia and Sons	4	Japan	Nagoya	2023	37154	306
C0802	Burgess, Grant and Watts	4	India	Jaipur	2020	113505	224
C0803	Griffin Group	4	Germany	Leipzig	2004	91723	406
C0804	Barton-Chapman	4	Japan	Nagoya	2001	79522	296
C0805	Hernandez, Cuevas and Webb	4	India	Surat	2008	85540	310
C0806	Perry-Nixon	4	Germany	Stuttgart	2022	43236	154
C0807	Guerra Ltd	4	UK	Cardiff	2008	34400	492
C0808	Bailey LLC	4	China	Guangzhou	2013	68684	475
C0809	Mueller-Boyd	4	USA	Phoenix	2020	68358	69
C0810	Alvarez-Kim	4	Germany	Frankfurt	2004	46449	369
C0811	Chavez, Jones and Williams	4	India	Hyderabad	2021	61056	206
C0812	Wilson, Sweeney and Wong	4	Canada	Vancouver	2018	49320	328
C0813	Marsh, Spears and Yang	4	UK	Sheffield	2012	63990	236
C0814	Thompson, Moore and Castro	4	China	Shanghai	2012	55660	268
C0815	Hall-Sullivan	4	UK	Leeds	2014	54539	491
C0816	Lopez Ltd	4	Canada	Edmonton	2018	31307	6
C0817	Foster-Mclaughlin	4	China	Wuhan	2020	107046	345
C0818	Cole Group	4	India	Delhi	2017	41251	208
C0819	Smith-Lewis	4	Japan	Kobe	2006	65808	258
C0820	Goodwin-Stokes	4	UK	Leeds	2009	86546	177
C0821	Ray PLC	4	Germany	Leipzig	2015	51715	408
C0822	Diaz and Sons	4	India	Mumbai	2001	17711	55
C0823	Wilson-Lambert	4	Canada	Toronto	2003	25591	480
C0824	Rose-Fowler	4	Germany	Dortmund	2014	52156	5
C0825	Price, Long and Wilson	4	France	Toulouse	2022	65800	470
C0826	Bruce-Williamson	4	Germany	Cologne	2005	41886	452
C0827	Mccarthy, Evans and Mendez	4	UK	Manchester	2020	21142	189
C0828	Powers LLC	4	UK	Manchester	2011	42946	345
C0829	Allen Inc	4	Germany	Berlin	2012	48626	325
C0830	Brooks and Sons	4	UK	Liverpool	2013	81024	340
C0831	Price, Carlson and Andrews	4	China	Shanghai	2000	57162	114
C0832	Lopez-Reid	4	Canada	Montreal	2004	56505	308
C0833	Ellison, Arias and Thompson	4	Japan	Kawasaki	2021	31947	232
C0834	Burns and Sons	4	USA	New York	2022	51425	180
C0835	Edwards Group	4	China	Tianjin	2022	128887	72
C0836	Brown, Howard and Smith	4	Canada	Montreal	2007	40961	201
C0837	Lee Group	4	China	Shanghai	2003	51008	165
C0838	Wagner, Simpson and Cohen	4	India	Chennai	2004	85320	200
C0839	Mckinney-Wallace	4	Germany	Hamburg	2002	98549	276
C0840	Miller Inc	4	USA	San Jose	2020	39716	89
C0841	Carter LLC	4	Canada	Edmonton	2023	32076	114
C0842	Medina and Sons	4	Germany	Düsseldorf	2019	42473	356
C0843	Cunningham-Barton	4	Canada	Calgary	2002	72878	464
C0844	Dunn-Wilson	4	China	Guangzhou	2003	47627	306
C0845	Adams PLC	4	France	Nantes	2013	53827	166
C0846	Weaver-Sherman	4	Germany	Frankfurt	2008	30611	335
C0847	Alexander, Robinson and Coleman	4	China	Shenzhen	2017	107367	312
C0848	Greer, Potter and Evans	4	UK	London	2021	109466	453
C0849	Cole LLC	4	UK	Liverpool	2016	32826	315
C0850	Gonzales Inc	4	Japan	Kobe	2009	36878	335
C0851	Clark Ltd	4	USA	Houston	2015	70000	202
C0852	Norris, Callahan and Bishop	4	China	Shenzhen	2015	40633	331
C0853	Martin-Taylor	4	China	Nanjing	2000	35105	189
C0854	Li Inc	4	India	Bangalore	2012	64963	445
C0855	Bell, Campbell and Ryan	4	France	Nantes	2017	67271	354
C0856	Werner-Carter	4	Germany	Dortmund	2002	53467	13
C0857	Adams, Hodge and Duke	4	China	Beijing	2008	45853	115
C0858	Ochoa, Taylor and Brady	4	USA	New York	2012	51347	264
C0859	Sellers-Riddle	4	UK	Bristol	2013	21895	221
C0860	Martinez, Cline and Wright	4	France	Marseille	2020	42298	279
C0861	Morris, Wright and Bridges	4	Germany	Cologne	2002	149599	163
C0862	Burns-Ray	4	China	Nanjing	2006	27492	418
C0863	Burton-Brooks	4	Germany	Essen	2010	38346	205
C0864	Schultz Inc	4	China	Chengdu	2022	83928	228
C0865	Robertson-Ramirez	4	Japan	Tokyo	2007	42927	49
C0866	Gibson-Freeman	4	France	Marseille	2014	54195	318
C0867	Smith, Schroeder and Oconnor	4	USA	Phoenix	2021	112290	384
C0868	Stanton, Reid and Terry	4	Germany	Munich	2000	81149	367
C0869	Flynn Group	4	Germany	Berlin	2005	30034	259
C0870	Donaldson and Sons	4	India	Surat	2016	32796	405
C0871	Adams-Clayton	4	UK	Birmingham	2011	67166	69
C0872	Kelley-Anderson	4	UK	Manchester	2000	33594	176
C0873	Kramer-Shannon	4	France	Nice	2016	83209	37
C0874	Williams Ltd	4	UK	Cardiff	2020	31204	44
C0875	Smith-Noble	4	Canada	Quebec City	2016	28083	189
C0876	Alexander Inc	4	USA	San Diego	2018	69494	90
C0877	Harris-Barker	4	India	Bangalore	2008	109863	400
C0878	Khan LLC	4	China	Hangzhou	2021	47448	375
C0879	Baxter LLC	4	China	Shenzhen	2023	28381	265
C0880	Pena LLC	4	USA	New York	2000	63695	130
C0881	Watson Ltd	4	USA	San Diego	2011	34043	201
C0882	Williams Ltd	4	Germany	Hamburg	2001	42351	288
C0883	Barber-Fischer	4	France	Toulouse	2010	99747	132
C0884	Rios-Padilla	4	France	Nantes	2008	63201	427
C0885	Lewis Inc	4	China	Hangzhou	2011	53327	66
C0886	Wheeler PLC	4	USA	Chicago	2007	27971	416
C0887	Wallace, Smith and Cooper	4	USA	San Antonio	2002	26109	454
C0888	Mcneil Group	4	Canada	Ottawa	2009	61764	172
C0889	Anderson, Jones and Reyes	4	China	Nanjing	2014	90302	9
C0890	Shaffer, Garcia and Richardson	4	India	Hyderabad	2009	50834	293
C0891	Taylor-Ayala	4	UK	Cardiff	2007	42861	242
C0892	May Ltd	4	India	Jaipur	2015	61156	400
C0893	Jones PLC	4	Japan	Kawasaki	2007	115079	82
C0894	Bishop and Sons	4	USA	San Antonio	2000	125188	124
C0895	Bell-Lewis	4	India	Mumbai	2010	15145	5
C0896	Hernandez, Jenkins and Parks	4	France	Nice	2003	70086	110
C0897	Miller Inc	4	Japan	Kobe	2015	104518	497
C0898	Goodwin PLC	4	USA	Chicago	2022	132577	148
C0899	Cruz, Richmond and Edwards	4	China	Beijing	2007	37596	464
C0900	Wright Ltd	4	France	Nantes	2014	52901	387
C0901	Wright PLC	4	China	Hangzhou	2003	29287	263
